customer_id,tenure_months,monthly_usage,support_calls,is_premium,last_login_days,churn
C00633,36,30.565978214204566,1,1,5,0
C00634,7,61.707543421192156,0,0,9,1
C00635,13,57.00512272614701,0,1,8,0
C00636,4,72.84709262573043,0,0,8,0
C00637,65,80.01960376095927,0,1,7,0
C00638,12,47.82440395066663,1,0,2,0
C00639,2,54.74988430636969,0,0,4,0
C00640,1,50.97423584802959,0,0,4,1
C00641,34,33.45760393056959,0,1,5,0
C00642,34,43.43797709696371,0,0,4,0
C00643,11,91.52597083106585,1,0,3,0
C00644,0,56.35505777635199,1,1,5,1
C00645,3,26.6568897452835,0,1,4,0
C00646,19,59.49057239889241,1,1,9,0
C00647,24,65.8100593918123,1,0,9,0
C00648,7,60.62584975123656,0,0,4,0
C00649,5,28.103105694355623,0,1,8,0
C00650,3,53.972105152148835,0,0,4,0
C00651,1,25.527835046636795,0,0,2,0
C00652,1,46.32066022960013,0,0,10,0
C00653,36,8.194210163190533,1,0,7,0
C00654,19,22.386654130824937,0,1,10,0
C00655,2,54.98609746842488,1,0,10,0
C00656,2,66.5190089791548,0,0,7,0
C00657,12,48.26283067587482,0,0,3,0
C00658,17,60.251001637288944,0,0,5,0
C00659,19,78.26244616719289,2,0,9,0
C00660,2,34.789238926413326,0,0,4,0
C00661,49,59.48349177667696,1,0,10,0
C00662,3,68.79112457338712,0,0,9,0
C00663,10,52.72558972728523,0,0,5,0
C00664,10,56.05140929441039,0,1,5,0
C00665,41,57.4291837205988,0,1,11,0
C00666,12,43.39856056183199,0,0,9,0
C00667,10,68.93011953095615,0,1,2,0
C00668,8,30.836532200914185,0,0,7,0
C00669,17,43.94992706704795,0,0,3,0
C00670,1,52.00950396359849,0,0,4,1
C00671,0,64.11448396878264,0,0,8,1
C00672,36,33.40528450992799,0,0,8,0
C00673,8,64.00917920862094,0,0,12,0
C00674,4,48.17870713785201,1,0,6,0
C00675,5,65.1674628309548,0,0,5,0
C00676,19,82.48747604646394,0,0,5,0
C00677,5,64.22522817401635,0,0,5,0
C00678,17,55.02283174653742,0,0,8,0
C00679,6,55.262307703241234,0,1,8,0
C00680,22,59.65772681020664,0,0,8,0
C00681,0,59.11675790172579,0,0,5,1
C00682,7,37.29970269077934,1,0,10,0
C00683,7,53.71633200861428,0,0,8,0
C00684,3,58.38339686237899,0,0,9,0
C00685,34,35.77018596715912,0,0,7,0
C00686,28,48.38279331753419,1,0,10,0
C00687,7,29.164634471844387,0,0,5,0
C00688,1,10.406479159814118,0,0,7,0
C00689,2,47.00284447798252,1,1,8,0
C00690,3,45.15953796897104,0,0,7,0
C00691,7,72.8934229606824,0,0,7,0
C00692,4,28.579295577328644,1,0,5,0
C00693,17,58.928618495691595,0,0,4,0
C00694,7,52.82113989905091,1,0,6,0
C00695,24,66.03555899798341,1,0,4,0
C00696,65,43.62205927415849,0,0,11,0
C00697,2,59.0800653427854,0,0,12,1
C00698,11,35.179275058070374,1,0,6,0
C00699,22,56.739147576845795,0,0,6,0
C00700,34,52.14127773879264,0,0,4,0
C00701,4,42.613497937817,0,1,7,0
C00702,15,67.13294763872148,0,0,1,0
C00703,0,52.03265966654548,1,0,10,0
C00704,25,60.54362331760655,1,0,13,0
C00705,0,73.39705315241551,0,0,6,0
C00706,15,69.76477654052744,0,0,4,0
C00707,62,66.13087928425506,0,0,6,0
C00708,8,46.941846164837585,1,0,5,0
C00709,2,55.24095976840836,0,1,9,0
C00710,10,58.315466629014296,0,1,6,0
C00711,11,62.797653205533464,0,0,4,0
C00712,13,58.686301036436255,1,0,11,0
C00713,2,41.74511849433195,0,0,7,0
C00714,27,46.41116492658525,0,0,7,0
C00715,11,47.074818339662116,0,0,10,0
C00716,0,44.37389410008795,0,0,14,0
C00717,13,61.53634452177419,0,0,7,1
C00718,2,23.318260879464997,1,0,5,0
C00719,0,40.818118315853646,0,0,8,1
C00720,9,45.384219271186296,1,0,8,0
C00721,20,68.91250422135533,2,1,10,0
C00722,23,35.255857365287426,2,0,4,0
C00723,1,57.81612295904789,0,1,12,0
C00724,13,51.77965980243083,0,0,10,0
C00725,14,40.12083415999181,0,0,5,0
C00726,4,81.13569971917215,0,1,2,0
C00727,42,60.690941459953656,1,0,6,0
C00728,3,42.5280025853567,0,1,8,0
C00729,0,67.71264201860141,0,1,5,1
C00730,8,50.619407397735465,0,0,8,0
C00731,14,32.23358632135802,2,1,10,0
C00732,3,5.595168342826874,1,0,7,0
C00733,4,59.781971361470895,0,0,5,0
C00734,9,56.21483312382216,0,0,12,0
C00735,26,36.80849807875599,0,0,10,0
C00736,16,27.714078794553405,0,0,8,0
C00737,2,38.81359764793843,0,1,7,1
C00738,3,42.25901778818387,1,1,4,0
C00739,8,56.90003845367676,0,0,15,0
C00740,17,54.16775029224655,0,0,6,0
C00741,11,43.83559702528732,0,0,9,0
C00742,8,23.84621363541215,0,0,3,0
C00743,10,31.51098191997491,0,0,9,0
C00744,16,73.9342399971568,0,0,9,0
C00745,9,43.33174128564788,1,0,1,0
C00746,27,68.60764501725828,0,0,10,0
C00747,35,63.60911565127254,0,0,8,0
C00748,29,25.17068486868227,0,0,5,0
C00749,16,61.61689225454894,0,0,7,0
C00750,3,34.34249517879739,0,0,5,0
C00751,5,35.96627918739288,0,0,8,0
C00752,3,61.93558398913652,0,0,7,0
C00753,12,41.92757291180931,1,0,3,0
C00754,4,26.810076379265784,1,0,8,0
C00755,16,32.615446696149405,0,0,6,0
C00756,1,43.94437017374849,0,0,5,0
C00757,17,60.0120391038319,0,0,7,1
C00758,10,27.637579373254447,0,0,5,0
C00759,21,50.517675860761805,0,1,10,0
C00760,6,74.55941195780198,0,0,9,0
C00761,11,30.111244735379046,0,0,10,0
C00762,9,42.05670299469525,0,0,8,0
C00763,44,42.75247548021606,0,1,6,0
C00764,16,35.649874843450704,0,0,6,0
C00765,9,62.18388483605499,1,0,4,0
C00766,2,48.32243542696934,0,0,5,0
C00767,28,48.651947434522846,1,0,2,1
C00768,2,72.12010211440695,1,0,8,0
C00769,12,54.11142231630565,1,0,7,0
C00770,33,48.895342738252964,0,0,6,0
C00771,3,48.95358465040215,0,0,2,1
C00772,3,38.24476075502928,0,0,8,1
C00773,22,68.13713295015583,1,0,2,0
C00774,21,43.180214524356245,0,0,4,0
C00775,5,50.37050870826305,0,1,7,0
C00776,3,19.248349569929125,0,0,11,0
C00777,1,59.596417519998575,1,0,7,1
C00778,53,71.3117967222173,0,0,7,0
C00779,21,68.6994616476647,0,1,6,0
C00780,27,34.34309827180878,1,0,10,0
C00781,8,58.97725979558621,0,0,6,0
C00782,1,50.774428705354424,1,0,8,0
C00783,0,40.70239430575653,0,0,5,0
C00784,4,57.867848800313936,2,0,10,0
C00785,30,59.99130453149044,2,1,2,0
C00786,35,56.722139131291186,1,1,6,0
C00787,22,57.4157356467134,0,1,7,0
C00788,2,48.598456489007205,0,0,7,0
C00789,6,74.75980129768766,0,0,3,0
C00790,3,37.324938091313975,0,1,9,0
C00791,2,55.93758545665669,0,0,8,1
C00792,13,29.868622862017848,1,1,8,0
C00793,7,48.4640666666717,0,0,5,1
C00794,4,53.8156525850889,0,1,9,0
C00795,1,52.60920489790557,0,0,6,0
C00796,9,60.2507002090221,0,0,17,0
C00797,5,38.04989337654733,0,1,8,0
C00798,5,37.79323036485941,1,0,8,0
C00799,4,30.951615496710783,0,0,8,1
C00800,5,37.50747697050022,0,0,12,0
C00801,9,39.69525839913248,0,1,2,0
C00802,0,37.22570144839578,0,0,8,1
C00803,22,29.362381062788927,0,1,5,0
C00804,30,54.85605158729628,0,0,8,1
C00805,9,45.82514138586426,1,0,10,0
C00806,3,52.2389123790067,1,0,7,0
C00807,55,44.04334439629018,0,1,8,0
C00808,5,82.33769836311834,1,0,6,0
C00809,14,20.329998521140134,0,0,6,0
C00810,14,41.049975637431146,1,1,9,0
C00811,6,27.18476204292374,1,0,8,0
C00812,2,60.50907031456173,0,0,7,0
C00813,40,40.478631023149475,0,1,9,0
C00814,0,53.99980431308387,0,0,3,0
C00815,7,31.372253892942307,0,0,7,0
C00816,2,50.44215350945989,1,0,7,0
C00817,4,47.67713036259355,0,1,5,0
C00818,21,41.78459145322934,0,0,6,0
C00819,5,95.56817707329378,0,1,6,0
C00820,1,54.22251653894693,2,0,13,0
C00821,2,21.81770464862407,0,0,11,1
C00822,23,82.64886673431907,1,0,5,0
C00823,45,47.41278664396407,0,0,5,0
C00824,3,32.977542183606005,0,0,8,0
C00825,13,39.22878688239878,0,0,6,0
C00826,1,64.09889860223133,0,0,9,0
C00827,15,66.12611562809585,1,0,11,0
C00828,6,57.15627640429563,0,0,7,0
C00829,30,38.96673159246752,0,1,6,0
C00830,4,60.33967300813085,0,0,8,0
C00831,34,54.03738311697429,0,1,6,1
C00832,8,52.64479470972731,0,0,7,0
C00833,5,51.23672796871984,0,1,3,0
C00834,12,46.249340055394455,0,0,7,0
C00835,3,52.26469393663247,0,0,7,0
C00836,3,42.1153249683573,1,0,9,0
C00837,2,59.89934916564469,0,0,9,0
C00838,38,53.54694014220566,1,1,6,0
C00839,8,79.09002188442184,1,0,6,0
C00840,16,32.092802147250595,0,0,5,0
C00841,7,68.72795023585672,0,0,10,0
C00842,10,36.460747682042566,0,0,6,0
C00843,10,41.33511805575426,0,1,9,0
C00844,46,48.49009589786909,0,0,11,0
C00845,13,73.4241215164398,1,1,10,0
C00846,3,36.868341873041835,1,0,6,0
C00847,0,65.67223461014571,0,0,9,1
C00848,2,64.89933048642548,0,0,5,0
C00849,7,68.31081624620157,0,0,2,0
C00850,5,40.758517135829,0,0,8,0
C00851,20,62.509964118527215,0,0,6,0
C00852,18,50.40103060621753,1,0,5,0
C00853,1,57.242360708528004,0,0,6,0
C00854,36,43.695534060297554,0,1,12,0
C00855,8,20.931427270154977,0,0,9,0
C00856,10,53.016245290933284,0,0,9,0
C00857,6,61.912736886676974,0,0,3,0
C00858,12,63.87976928840885,0,0,7,0
C00859,24,55.544123739249954,0,1,8,0
C00860,13,44.67717518694982,0,0,11,0
C00861,42,38.78726537371011,0,0,9,0
C00862,14,62.3419163726258,1,1,7,0
C00863,20,63.63294330405402,1,0,5,0
C00864,0,49.41673010996802,0,0,8,0
C00865,13,53.886500650664544,1,0,9,0
C00866,12,52.81382074960942,0,1,8,1
C00867,1,42.59774319083107,0,0,6,0
C00868,22,63.287952841902374,1,0,6,0
C00869,11,71.97491601772803,0,1,5,0
C00870,1,25.00048355912078,1,0,7,0
C00871,10,57.90445367723144,1,0,8,0
C00872,7,56.244892258380844,0,0,5,0
C00873,3,47.57156604012871,0,0,8,0
C00874,0,35.32545732128873,0,1,6,0
C00875,5,76.18910811245101,1,1,5,0
C00876,11,47.34292454394132,0,0,2,0
C00877,4,76.14817556893993,0,0,3,0
C00878,4,63.24092655317218,1,0,8,0
C00879,16,50.886116115881315,0,0,9,0
C00880,17,47.428382235975505,1,1,13,0
C00881,15,52.79644562230977,0,0,12,0
C00882,1,57.95441959990822,0,1,9,1
C00883,8,52.739914215698576,1,0,11,0
C00884,9,43.90622581352269,0,1,6,0
C00885,16,66.49648989937258,0,0,7,0
C00886,28,74.9608730073576,1,1,10,0
C00887,5,49.68009689746916,0,0,8,0
C00888,6,52.366240838486156,0,1,7,0
C00889,15,61.270635419751095,0,1,10,0
C00890,13,44.91901925312677,0,0,9,0
C00891,9,18.571429018263434,0,1,8,0
C00892,5,52.31894080254435,1,0,10,0
C00893,2,66.1687888238649,0,0,6,1
C00894,2,30.557986519107583,0,1,10,0
C00895,1,17.588548749187524,0,0,12,1
C00896,1,58.94061401674111,0,0,7,0
C00897,22,34.926516992706205,0,0,3,1
C00898,5,28.944430061477604,1,0,6,0
C00899,0,32.27843998396982,0,0,3,0
C00900,27,54.9486940893755,0,0,9,0
C00901,3,69.588163151574,0,0,9,0
C00902,3,29.486800450507246,0,1,10,0
C00903,2,53.15838875148579,1,0,7,0
C00904,41,54.43681461057046,0,0,9,0
C00905,1,53.14743399361837,0,0,9,0
C00906,15,59.45643072983856,0,0,7,0
C00907,32,49.631623322393196,0,0,9,0
C00908,13,28.54212194099909,1,0,5,0
C00909,23,53.549962317402745,0,0,7,0
C00910,3,65.66158824827446,0,0,4,0
C00911,13,46.090973371039965,0,0,6,0
C00912,14,37.598601895728564,0,0,6,1
C00913,7,62.104701405953904,0,1,8,0
C00914,24,41.97810292318764,0,0,13,0
C00915,14,46.16051156998714,0,0,3,0
C00916,27,62.50742741648081,0,0,7,1
C00917,16,58.61726347509219,0,0,8,1
C00918,8,85.5781856922035,0,0,3,0
C00919,8,44.09733703055279,0,0,7,0
C00920,7,67.04565407300669,0,0,7,0
C00921,0,36.96805927950181,0,0,7,0
C00922,9,81.78038942281924,0,1,8,1
C00923,6,71.85277987900987,0,0,14,0
C00924,2,61.56481449919036,0,1,7,0
C00925,1,29.927765357684574,0,0,11,0
C00926,7,58.14680248704421,0,0,3,0
C00927,0,39.675274682308824,0,0,4,0
C00928,51,61.06439067285383,0,0,5,0
C00929,5,52.58888725653572,0,0,8,0
C00930,5,47.461006400293996,0,1,7,0
C00931,0,79.38930724386489,0,0,8,0
C00932,6,37.599662269069924,0,0,11,0
C00933,0,42.33967430052526,0,0,8,0
C00934,0,61.126919477176195,0,0,6,0
C00935,4,41.39217870306509,2,0,3,0
C00936,20,41.94194991584548,1,0,11,1
C00937,7,64.10903045640912,0,0,4,0
C00938,0,63.890950797914684,0,0,8,0
C00939,2,79.40247166138671,2,1,8,0
C00940,16,59.4903836143858,0,0,8,0
C00941,16,66.41089627665511,0,1,8,0
C00942,16,50.77800777277384,1,1,10,0
C00943,5,46.72219983367807,0,0,6,0
C00944,5,52.911736531689314,0,0,8,0
C00945,19,42.027797463949874,1,1,7,0
C00946,6,67.49299073994727,0,0,8,0
C00947,15,38.198280615381584,1,0,7,0
C00948,10,62.09915178138574,0,0,8,1
C00949,5,81.2244254935328,0,0,6,0
C00950,1,49.029645993835004,0,0,14,0
C00951,1,69.41536606219881,0,0,10,0
C00952,26,55.802721630504095,0,0,10,0
C00953,7,51.50603184269929,0,0,7,0
C00954,61,62.84286715115713,0,1,5,0
C00955,5,60.32090033414035,1,1,9,0
C00956,3,57.87854722121203,0,1,9,0
C00957,5,50.65477514879953,0,0,11,0
C00958,5,39.97721442733671,0,0,7,0
C00959,12,75.3217580602688,1,1,5,0
C00960,0,54.62442974142261,0,0,4,0
C00961,17,62.92825708946306,0,0,9,1
C00962,6,82.27755182483884,1,1,6,0
C00963,6,65.31703291059078,1,1,13,0
C00964,7,34.67368294376707,0,0,5,1
C00965,7,33.68421969048187,1,0,7,0
C00966,8,80.52710060504035,0,0,6,0
C00967,5,25.26516709094201,0,0,11,0
C00968,7,39.385432687713035,0,0,4,1
C00969,6,60.45138740049413,0,0,9,0
C00970,8,54.77651194597729,0,1,7,0
C00971,11,28.24735939258656,0,0,5,0
C00972,3,51.8932817039427,0,0,7,0
C00973,8,80.4218221334574,0,0,6,0
C00974,10,36.98894827673776,0,0,5,0
C00975,0,26.752036754314048,0,0,7,0
C00976,8,40.360497037842435,1,0,9,0
C00977,3,51.910418484357976,0,1,7,0
C00978,6,43.96872251179624,0,0,8,0
C00979,21,65.46212130138986,0,1,7,0
C00980,4,67.6220927381886,0,0,11,0
C00981,7,70.66183582089167,0,0,8,0
C00982,0,64.40988037721796,0,0,6,0
C00983,4,46.55027270611703,0,0,10,0
C00984,12,41.997291962306114,0,0,7,0
C00985,4,50.91385993254644,0,1,8,0
C00986,2,65.62050001261031,0,0,5,0
C00987,4,37.05755333822958,0,0,8,0
C00988,37,54.92693722968276,0,0,8,0
C00989,1,65.57345321238361,0,0,6,1
C00990,7,67.2059558470217,0,0,8,0
C00991,0,59.573816887774484,0,0,9,0
C00992,9,33.86351546750196,0,1,12,0
C00993,1,46.57185219581964,1,0,9,0
C00994,12,48.77043927331696,1,0,7,0
C00995,3,21.792749362520002,0,0,8,0
C00996,14,36.68935958329995,3,0,8,0
C00997,5,71.40171276525308,1,0,7,0
C00998,0,43.35733605709405,0,0,7,1
C00999,4,27.780687062466654,0,1,6,0
C01000,1,57.35706191144757,1,0,4,0
C01001,8,67.78563119957806,0,1,4,0
C01002,4,23.65338590819794,0,1,6,0
C01003,12,47.321445958099375,1,0,11,0
C01004,8,36.85419232537602,0,0,10,0
C01005,0,37.87861268743437,0,0,4,1
C01006,4,35.37431431784157,1,0,1,0
C01007,8,53.633668323074524,0,0,13,0
C01008,10,48.65184584663735,1,1,6,0
C01009,1,70.85316135720485,0,0,9,0
C01010,12,34.305702685953946,0,1,7,0
C01011,5,72.60926815365934,0,0,4,1
C01012,2,50.44082060143959,0,0,3,0
C01013,19,51.63259778593468,0,0,7,0
C01014,0,37.76583089228946,0,0,7,0
C01015,31,56.39682027889772,0,1,10,0
C01016,14,70.77890124891434,0,0,5,1
C01017,7,36.73305042331278,0,0,6,0
C01018,0,66.9233183862957,0,0,5,0
C01019,5,39.68218953787735,0,0,8,0
C01020,12,43.1257851860873,0,0,9,1
C01021,23,53.94605135103672,2,0,5,0
C01022,11,49.4337630737214,0,0,4,0
C01023,6,48.467333024542626,0,0,8,0
C01024,7,49.787997403439995,0,0,8,0
C01025,24,80.40683494957844,0,0,6,0
C01026,5,52.37471145178125,0,0,15,0
C01027,0,33.656822855862536,2,1,7,1
C01028,7,31.69907423549281,0,0,9,1
C01029,77,45.614005201202644,1,0,14,0
C01030,5,78.4528282380893,0,0,8,0
C01031,2,88.56908783473503,0,0,6,0
C01032,0,64.2675245532354,0,0,5,0
C01033,2,31.655969359413156,0,0,6,0
C01034,4,36.12281846031986,1,1,8,0
C01035,10,32.19521805897769,0,0,5,0
C01036,13,36.319396683626,1,0,10,0
C01037,0,14.083066068542692,1,0,7,0
C01038,33,58.504229558817,1,1,6,0
C01039,3,40.728810924099804,0,0,5,0
C01040,1,77.94630429750579,0,0,7,0
C01041,9,56.18288209004645,0,0,5,0
C01042,13,60.89894848947277,1,0,1,0
C01043,4,22.926139284746647,1,1,7,0
C01044,13,42.47949594683009,1,0,8,0
C01045,4,31.746028990992045,0,0,9,0
C01046,27,25.35556332391347,0,1,2,0
C01047,25,58.707465828361165,0,0,3,0
C01048,0,50.96220770504957,0,1,12,0
C01049,1,26.784073541702732,1,0,4,0
C01050,14,69.65309981774614,0,0,6,0
C01051,0,59.25283519236113,0,0,8,0
C01052,20,40.39008440401569,0,1,8,0
C01053,5,58.346343571131364,0,0,11,0
C01054,16,52.40635884680371,1,1,11,0
C01055,0,40.819016416297515,1,1,8,0
C01056,2,39.072552143890576,0,1,5,0
C01057,0,60.60583144670383,0,1,7,0
C01058,2,54.852017654705655,0,0,10,0
C01059,5,27.469724390239637,0,1,4,0
C01060,8,61.46605331163789,0,0,6,0
C01061,29,31.105774291784037,0,0,11,0
C01062,11,41.9303800111921,0,0,16,0
C01063,14,62.64241157167038,1,0,6,0
C01064,1,47.62869004356719,0,1,10,0
C01065,4,63.42204997275936,0,0,4,0
C01066,57,78.68948492262092,0,0,6,0
C01067,9,39.14091797286628,0,1,11,0
C01068,18,59.2313978222154,1,0,8,0
C01069,0,63.11538087638205,0,0,8,0
C01070,1,68.75639552796987,1,1,5,0
C01071,1,52.016889789207625,2,0,9,1
C01072,0,36.55897480843153,0,0,8,0
C01073,30,26.99808042609153,0,0,7,0
C01074,3,61.06929039121585,0,1,8,0
C01075,68,65.30320713754605,0,0,11,0
C01076,16,64.86785821415606,1,0,6,0
C01077,3,59.934316214990346,0,1,8,0
C01078,57,34.39015430834356,0,0,11,0
C01079,24,64.30772814343993,0,0,6,0
C01080,2,21.34724567317104,1,1,10,0
C01081,2,61.67671753410736,1,0,8,0
C01082,13,34.130912038440826,0,1,12,0
C01083,0,33.16594313383948,0,0,10,0
C01084,10,28.72043204464711,1,0,1,0
C01085,0,22.104272772781545,0,0,7,1
C01086,3,63.70733289408636,0,1,10,0
C01087,35,29.692403454361227,0,0,8,0
C01088,8,54.78145254497201,0,0,7,0
C01089,10,72.66655810717715,0,0,5,0
C01090,3,32.95059834764429,1,0,9,0
C01091,6,59.63689859578484,1,1,6,0
C01092,1,33.081773824761115,0,1,12,0
C01093,8,41.69651025457716,0,0,2,0
C01094,0,35.45716718944312,0,0,9,1
C01095,0,38.99060078095354,0,1,5,0
C01096,13,59.43743070600954,0,0,8,0
C01097,0,51.55207721500018,0,0,6,0
C01098,8,29.191107510481878,0,1,5,0
C01099,3,30.53904056938708,1,0,5,0
C01100,2,70.3687385139578,0,0,11,1
C01101,10,26.081406748930302,0,0,7,0
C01102,4,72.20127964589847,2,1,4,0
C01103,7,38.16124116713208,1,0,5,0
C01104,1,50.755774140975056,0,0,9,0
C01105,1,53.32665643297346,0,1,7,0
C01106,1,42.779072015481255,1,1,8,0
C01107,0,58.48307821881448,0,0,8,0
C01108,9,46.36449772026113,0,1,9,0
C01109,16,36.85277679847898,0,1,11,0
C01110,18,38.08189838738325,0,0,8,0
C01111,37,45.10669609860825,1,0,5,0
C01112,2,73.87102220143493,0,0,9,1
C01113,1,50.26228821206821,0,1,6,0
C01114,7,40.81440198165466,1,0,5,0
C01115,23,31.58364755522235,0,1,3,0
C01116,17,49.378601672078,0,1,5,0
C01117,9,41.88373698011186,0,0,8,0
C01118,2,16.94128747390443,0,0,4,0
C01119,5,57.74130990893681,1,1,4,0
C01120,15,61.64470436165715,0,0,8,0
C01121,5,57.99710856285982,0,0,7,0
C01122,0,77.48663215487896,1,0,11,1
C01123,10,56.17727792196863,1,1,5,0
C01124,15,45.44319398208639,1,0,2,0
C01125,15,58.359837698864666,0,1,7,0
C01126,2,62.52001635622356,0,0,5,0
C01127,4,48.72822584443856,0,1,5,1
C01128,6,54.106168138473,1,1,5,0
C01129,6,48.39611184592691,0,1,8,0
C01130,1,70.76225017001018,0,0,4,0
C01131,5,69.28681614753451,0,0,5,0
C01132,8,46.6960567501588,0,0,9,0
C01133,14,38.37975727593077,0,0,2,1
C01134,10,48.68887144269381,0,0,5,1
C01135,6,25.297311774936865,0,1,9,0
C01136,31,61.72528909066085,1,1,5,0
C01137,10,63.467259161157614,0,0,6,0
C01138,44,34.73683538127412,0,0,6,0
C01139,24,62.87102322893912,0,0,9,0
C01140,13,46.80654831402249,0,0,7,0
C01141,27,78.41738554849833,1,0,3,0
C01142,56,85.46787949865288,0,0,5,0
C01143,2,46.79151413382756,0,0,7,0
C01144,14,27.320546452790083,1,1,4,0
C01145,30,69.300872576879,0,0,12,0
C01146,0,76.739485394475,0,0,8,0
C01147,19,61.83631399496622,2,0,8,0
C01148,1,50.618638294966175,0,0,14,1
C01149,29,66.96444306454433,0,0,11,0
C01150,11,33.046480767346765,0,0,5,0
C01151,2,66.5748795386489,0,1,11,0
C01152,0,39.42677721472983,0,0,9,0
C01153,21,47.179640759495385,1,0,3,0
C01154,1,69.52313669379515,0,0,12,0
C01155,33,69.03826289913222,1,0,10,0
C01156,1,47.8088726226922,0,0,7,0
C01157,21,40.42679855071418,0,1,9,0
C01158,6,52.103821366095026,0,0,7,0
C01159,24,36.70248847308936,0,0,7,0
C01160,17,68.19090720749828,2,1,8,0
C01161,22,39.954286907499785,0,0,3,0
C01162,7,34.855842835963635,1,0,8,0
C01163,15,63.1508081600959,0,1,9,0
C01164,4,55.37085964468693,0,0,9,0
C01165,0,40.9416908725455,0,0,10,0
C01166,3,41.92560869766149,1,0,4,0
C01167,0,46.75939602174688,1,0,6,0
C01168,5,36.44667868118601,0,1,4,0
C01169,8,52.64052695974248,1,0,5,1
C01170,0,46.97943607788855,0,0,11,0
C01171,0,25.396753040195694,0,1,8,0
C01172,13,43.75668238124403,0,0,10,0
C01173,1,71.41551052536072,0,0,6,1
C01174,0,36.0624180744969,0,0,5,0
C01175,8,41.12768117454432,0,0,6,0
C01176,15,43.98388771844732,2,0,10,0
C01177,45,48.38423025154697,2,0,4,1
C01178,4,29.283457720218323,0,0,6,0
C01179,1,38.22578464322332,2,0,6,0
C01180,0,47.120419264654096,0,0,7,1
C01181,2,59.301461113975044,0,1,8,1
C01182,1,57.56457684514156,1,0,4,0
C01183,0,53.66371462142479,0,0,10,0
C01184,4,53.73911038128809,0,0,7,0
C01185,2,35.43564012358687,0,0,7,1
C01186,0,21.222768537423093,0,0,4,0
C01187,5,28.793254411684913,0,1,12,0
C01188,20,55.31272349529191,0,0,12,0
C01189,4,57.1111152909803,1,0,7,0
C01190,14,35.31579521752193,0,0,11,1
C01191,15,75.09252895848059,0,0,7,0
C01192,0,74.58334157782787,0,0,6,0
C01193,39,37.03994098439425,1,0,3,1
C01194,1,51.3829972712416,0,0,4,0
C01195,15,66.13735198734602,0,0,4,0
C01196,5,72.36904900786678,1,1,6,0
C01197,24,53.40468171844431,0,0,9,0
C01198,63,42.74769877950722,0,0,5,1
C01199,2,58.764421891459534,0,1,5,1
C01200,20,57.6591581183137,0,0,7,0
C01201,8,75.85147440913974,0,0,5,0
C01202,40,61.54414026686371,0,0,6,0
C01203,12,57.48986594569579,0,0,8,0
C01204,10,49.45605825653291,0,0,11,0
C01205,3,58.06528727868578,0,0,8,0
C01206,15,17.626058752681352,0,1,5,0
C01207,4,53.986336509589606,0,0,9,0
C01208,22,59.68763233603039,1,1,4,0
C01209,45,25.96782676635789,1,1,8,0
C01210,0,34.22152994256797,0,0,9,0
C01211,37,21.763323991206097,2,1,8,0
C01212,5,58.024838174245474,0,0,6,0
C01213,8,62.30513112880493,0,0,10,0
C01214,30,28.68440541733584,0,0,7,0
C01215,17,45.44041722403335,0,0,5,0
C01216,3,34.989750737656465,0,1,6,0
C01217,1,58.26869891188537,0,0,6,0
C01218,22,35.478538672004554,0,0,10,0
C01219,16,36.625661923128256,0,0,11,0
C01220,23,56.24652514481197,0,0,8,0
C01221,5,84.89146927739556,1,0,4,0
C01222,8,37.777262819699665,0,0,6,0
C01223,7,39.83570782942975,0,1,6,0
C01224,4,45.48286301894151,0,0,6,0
C01225,4,58.785553400527846,0,0,12,0
C01226,15,52.811185455057625,2,0,3,0
C01227,16,40.32626806953964,0,0,7,1
C01228,23,43.132856947167966,2,0,5,0
C01229,22,41.70988661588326,0,0,5,0
C01230,16,33.50677416422671,0,0,5,0
C01231,4,64.9771381117237,1,0,12,0
C01232,14,44.44450650817318,0,0,5,0
C01233,43,57.72208402250346,1,0,7,0
C01234,29,40.696918338619774,0,0,5,0
C01235,42,51.601900956727405,0,1,11,0
C01236,0,66.054408166687,0,0,4,0
C01237,11,72.22365163954996,1,0,11,0
C01238,2,64.4966775032336,0,0,10,0
C01239,3,36.43001971046172,0,0,8,0
C01240,22,28.0457692493442,0,1,10,0
C01241,16,49.59410252986749,1,0,3,0
C01242,4,57.49575279969108,0,0,8,0
C01243,8,75.70401578705821,0,0,10,0
C01244,2,48.75169535917778,0,0,12,0
C01245,0,61.98749561136567,0,0,5,1
C01246,27,54.269949771742525,0,1,10,0
C01247,14,31.75050702771055,0,0,6,0
C01248,9,59.71156477458419,0,0,5,0
C01249,0,48.07160854841047,0,0,8,0
C01250,6,63.02663264458691,1,0,11,0
C01251,5,29.46826287555111,0,0,11,0
C01252,2,62.30955292729719,0,0,5,0
C01253,2,48.19402093303015,0,0,3,0
C01254,2,42.367590697281685,0,0,7,0
C01255,10,73.63026082425,0,0,10,0
C01256,1,62.36797655954447,1,1,8,0
C01257,3,62.07053211008515,0,0,8,1
C01258,35,47.97361532398509,0,0,10,0
C01259,2,32.59163517697259,0,0,5,1
C01260,17,30.727747356025453,1,0,15,0
C01261,10,45.09707067508832,0,0,11,0
C01262,6,29.13759583826907,1,0,5,0
C01263,10,42.90729860776706,1,0,10,0
C01264,1,49.3364769838902,0,0,3,1
C01265,7,44.751525370818115,0,1,6,0
C01266,42,52.96565414235989,0,0,7,1
C01267,6,15.605770475181188,0,0,4,0
